morphology_code,preferred_term,search_terms
9104/3,Placental site trophoblastic tumor of testis (C62._) [REPORTABLE FOR C62._ ONLY 2024+],"Placental site trophoblastic tumor of testis (C62._) [REPORTABLE FOR C62._ ONLY 2024+]; Trophoblastic tumor of testis, placental site (C62._) [REPORTABLE FOR C62._ ONLY 2024+]; Tumor, placental site trophoblastic of testis (C62._) [REPORTABLE FOR C62._ ONLY 2024+]; Tumor, trophoblastic, placental site of testis (C62._) [REPORTABLE FOR C62._ ONLY 2024+]"
9105/3,"Trophoblastic tumor, epithelioid","Trophoblastic tumor, epithelioid; Epithelioid trophoblastic tumor; Tumor, trophoblastic, epithelioid"
9110/0,"Mesonephroma, benign","Mesonephroma, benign; Adenoma, mesonephric; Adenoma, Wolffian duct; Duct, Wolffian, adenoma; Mesonephric adenoma; Wolffian duct adenoma"
9110/1,"Mesonephric tumor, NOS","Mesonephric tumor, NOS; Duct, Wolffian, tumor; Tumor, mesonephric, NOS; Tumor, Wolffian duct; Wolffian duct tumor"
9110/3,"Adenocarcinoma, HPV-independent, mesonephric type [2022+]","Adenocarcinoma, HPV-independent, mesonephric type [2022+]; Adenocarcinoma of rete ovarii (C56.9); Adenocarcinoma, mesonephric; Carcinoma, Wolffian duct; Duct, Wolffian, carcinoma; HPV-independent mesonephric type adenocarcinoma [2022+]; Mesonephric adenocarcinoma; Mesonephric type adenocarcinoma, HPV-independent [2022+]; Mesonephroma, malignant; Mesonephroma, NOS; Wolffian duct carcinoma"
9111/3,"Mesonephric-like adenocarcinoma (C54._, C56.9) [2022+]","Mesonephric-like adenocarcinoma (C54._, C56.9) [2022+]; Adenocarcinoma, mesonephric-like (C54._, C56.9) [2022+]"
9120/0,"Hemangioma, NOS","Hemangioma, NOS; Angioma, NOS; Chorioangioma (C58.9)"
9120/3,Hemangiosarcoma,"Hemangiosarcoma; Angiosarcoma; Angiosarcoma of the breast, post radiation (C50._) [2022+]; Angiosarcoma, epithelioid [2022+]; Epithelioid angiosarcoma [2022+]; Post radiation angiosarcoma of the breast (C50._) [2022+]"
9121/0,Cavernous hemangioma,"Cavernous hemangioma; Hemangioma, cavernous"
9122/0,Venous hemangioma,"Venous hemangioma; Hemangioma, venous"
9123/0,Racemose hemangioma,"Racemose hemangioma; Arteriovenous hemangioma; Hemangioma, arteriovenous; Hemangioma, racemose"
9124/3,Kupffer cell sarcoma (C22.0),"Kupffer cell sarcoma (C22.0); Sarcoma, Kupffer cell (C22.0)"
9125/0,Epithelioid hemangioma,"Epithelioid hemangioma; Hemangioma, epithelioid; Hemangioma, histiocytoid; Histiocytoid hemangioma"
9126/0,Atypical vascular lesion [2021+],"Atypical vascular lesion [2021+]; Vascular lesion, atypical [2021+]"
9130/0,"Hemangioendothelioma, benign","Hemangioendothelioma, benign"
9130/1,"Hemangioendothelioma, NOS","Hemangioendothelioma, NOS; Angioendothelioma, NOS; Hemangioendothelioma, Kaposi form; Kaposiform hemangioendothelioma"
9130/3,"Hemangioendothelioma, malignant","Hemangioendothelioma, malignant; Hemangioendothelial sarcoma; Sarcoma, hemangioendothelial"
9131/0,Capillary hemangioma,"Capillary hemangioma; Hemangioma simplex; Hemangioma, capillary; Hemangioma, infantile; Hemangioma, juvenile; Hemangioma, plexiform; Infantile hemangioma; Juvenile hemangioma; Plexiform hemangioma; Simplex, hemangioma"
9132/0,Intramuscular hemangioma,"Intramuscular hemangioma; Hemangioma, intramuscular"
9133/1,"Epithelioid hemangioendothelioma, NOS","Epithelioid hemangioendothelioma, NOS; Hemangioendothelioma, epithelioid, NOS"
9133/3,Epithelioid hemangioendothelioma,"Epithelioid hemangioendothelioma; Alveolar tumor, intravascular bronchial (C34._) [obs]; Bronchial alveolar tumor, intravascular (C34._) [obs]; Epithelioid hemangioendothelioma with WWTR1-CAMTA1 fusion [2022+]; Epithelioid hemangioendothelioma with YAP1-TFE3 fusion [2022+]; Epithelioid hemangioendothelioma, malignant; Hemangioendothelioma, epithelioid; Hemangioendothelioma, epithelioid, malignant; Hemangioendothelioma, epithelioid, with WWTR1-CAMTA1 fusion [2022+]; Hemangioendothelioma, epithelioid, with YAP1-TFE3 fusion [2022+]; Intravascular bronchial alveolar tumor (C34._) [obs]; Tumor, alveolar, intravascular bronchial (C34._) [obs]; Tumor, bronchial alveolar, intravascular (C34._) [obs]; Tumor, intravascular bronchial alveolar (C34._) [obs]"
9135/1,Endovascular papillary angioendothelioma,"Endovascular papillary angioendothelioma; Angioendothelioma, endovascular papillary; Dabska tumor; Papillary endovascular, angioendothelioma; Tumor, Dabska"
9136/1,Spindle cell hemangioendothelioma,"Spindle cell hemangioendothelioma; Angioendothelioma, spindle cell; Hemangioendothelioma, spindle cell; Spindle cell angioendothelioma"
9137/3,Intimal sarcoma [2018+],"Intimal sarcoma [2018+]; Pulmonary artery intimal sarcoma [2018+]; Sarcoma, intimal [2018+]; Sarcoma, pulmonary artery intimal [2018+]"
9138/1,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma [2021+],"Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma [2021+]; Hemangioendothelioma, pseudomyogenic (epithelioid sarcoma-like) [2021+]"
9140/3,Kaposi sarcoma,"Kaposi sarcoma; AIDS-associated Kaposi sarcoma [2022+]; Classic indolent Kaposi sarcoma [2022+]; Endemic African Kaposi sarcoma [2022+]; Hemorrhagic sarcoma, multiple; Iatrogenic Kaposi sarcoma [2022+]; Kaposi sarcoma, AIDS-associated [2022+]; Kaposi sarcoma, classic indolent [2022+]; Kaposi sarcoma, endemic African [2022+]; Kaposi sarcoma, iatrogenic [2022+]; Multiple hemorrhagic sarcoma; Sarcoma, hemorrhagic, multiple; Sarcoma, Kaposi; Sarcoma, Kaposi, AIDS-associated [2022+]; Sarcoma, Kaposi, classic indolent [2022+]; Sarcoma, Kaposi, endemic African [2022+]; Sarcoma, Kaposi, iatrogenic [2022+]; Sarcoma, multiple hemorrhagic"
9141/0,Angiokeratoma,Angiokeratoma
9142/0,Verrucous keratotic hemangioma,"Verrucous keratotic hemangioma; Hemangioma, verrucous keratotic; Keratotic hemangioma, verrucous; Keratotic verrucous hemangioma"
9150/0,"Hemangiopericytoma, benign","Hemangiopericytoma, benign"
9150/1,"Hemangiopericytoma, NOS","Hemangiopericytoma, NOS; Hemangiopericytic meningioma (C70._) [obs]; Meningioma, hemangiopericytic (C70._) [obs]"
9150/3,"Hemangiopericytoma, malignant [PRE-2021 ONLY. FOR 2021+, USE CODE 8815/3]","Hemangiopericytoma, malignant [PRE-2021 ONLY. FOR 2021+, USE CODE 8815/3]"
9160/0,"Angiofibroma, NOS","Angiofibroma, NOS; Angiofibroma, cellular; Angiofibroma, giant cell; Angiofibroma, juvenile; Cellular angiofibroma; Fibrous papule of nose (C44.3) [obs]; Fibrous papule, nose (C44.3) [obs]; Giant cell angiofibroma; Involuting nevus (C44._) [obs]; Juvenile angiofibroma; Nevus, involuting (C44._) [obs]; Papule, fibrous, of nose (C44.3) [obs]"
9161/0,Acquired tufted hemangioma,"Acquired tufted hemangioma; Hemangioma, acquired tufted; Tufted hemangioma, acquired"
9161/1,Hemangioblastoma,Hemangioblastoma; Angioblastoma
9170/0,"Lymphangioma, NOS","Lymphangioma, NOS; Lymphangioendothelioma, NOS"
9170/3,Lymphangiosarcoma,"Lymphangiosarcoma; Diffuse pulmonary lymphangiomatosis (C34._) [2023+]; Lymphangioendothelial sarcoma; Lymphangioendothelioma, malignant; Lymphangiomatosis, diffuse pulmonary (C34._) [2023+]; Pulmonary Lymphangiomatosis, diffuse (C34._) [2023+]; Sarcoma, lymphangioendothelial"
9171/0,Capillary lymphangioma,"Capillary lymphangioma; Lymphangioma, capillary"
9172/0,Cavernous lymphangioma,"Cavernous lymphangioma; Lymphangioma, cavernous"
9173/0,Cystic lymphangioma,"Cystic lymphangioma; Cystic hygroma; Hygroma, cystic; Hygroma, NOS; Lymphangioma, cystic"
9174/0,Lymphangiomyoma,Lymphangiomyoma
9174/1,"Lymphangiomyomatosis [PRE-2023, NOT REPORTABLE. FOR 2023+ USE CODE 9174/3]","Lymphangiomyomatosis [PRE-2023, NOT REPORTABLE. FOR 2023+ USE CODE 9174/3]; Lymphangioleiomyomatosis [PRE-2023, NOT REPORTABLE. FOR 2023+ USE CODE 9174/3]"
9174/3,"Lymphangioleiomyomatosis [REPORTABLE 2023+. FOR PRE-2023, USE CODE 9174/1]","Lymphangioleiomyomatosis [REPORTABLE 2023+. FOR PRE-2023, USE CODE 9174/1]; Lymphangiomyomatosis [REPORTABLE 2023+. FOR PRE-2023, USE CODE 9174/1]"
9175/0,Hemolymphangioma,Hemolymphangioma
9180/0,"Osteoma, NOS (C40._, C41._)","Osteoma, NOS (C40._, C41._)"
9180/3,"Osteosarcoma, NOS (C40._, C41._)","Osteosarcoma, NOS (C40._, C41._); Osteoblastic sarcoma (C40._, C41._); Osteochondrosarcoma (C40._, C41._); Osteogenic sarcoma, NOS (C40._, C41._); Sarcoma, osteoblastic (C40._, C41._); Sarcoma, osteogenic, NOS (C40._, C41._)"
9181/3,"Chondroblastic osteosarcoma (C40._, C41._)","Chondroblastic osteosarcoma (C40._, C41._); Osteosarcoma, chondroblastic (C40._, C41._)"
9182/3,"Fibroblastic osteosarcoma (C40._, C41._)","Fibroblastic osteosarcoma (C40._, C41._); Osteofibrosarcoma (C40._, C41._); Osteosarcoma, fibroblastic (C40._, C41._)"
9183/3,"Telangiectatic osteosarcoma (C40._, C41._)","Telangiectatic osteosarcoma (C40._, C41._); Osteosarcoma, telangiectatic (C40._, C41._)"
9184/3,"Osteosarcoma in Paget disease of bone (C40._, C41._)","Osteosarcoma in Paget disease of bone (C40._, C41._); Paget disease, bone, osteosarcoma in (C40._, C41._); Radiation-induced osteosarcoma [2026+]; Radiation-induced osteosarcoma"
9185/3,"Small cell osteosarcoma (C40._, C41._)","Small cell osteosarcoma (C40._, C41._); Osteosarcoma, round cell (C40._, C41._); Osteosarcoma, small cell (C40._, C41._); Round cell osteosarcoma (C40._, C41._)"
9186/3,"Central osteosarcoma (C40._, C41._)","Central osteosarcoma (C40._, C41._); Central osteosarcoma, conventional (C40._, C41._); Conventional central osteosarcoma (C40._, C41._); Medullary osteosarcoma (C40._, C41._); Osteosarcoma, central (C40._, C41._); Osteosarcoma, central, conventional (C40._, C41._); Osteosarcoma, medullary (C40._, C41._)"
9187/3,"Intraosseous well differentiated osteosarcoma (C40._, C41._)","Intraosseous well differentiated osteosarcoma (C40._, C41._); Central osteosarcoma, low-grade (C40._, C41._); Intramedullary osteosarcoma, low-grade (C40._, C41._); Intraosseous low grade osteosarcoma (C40._, C41._); Intraosseous osteosarcoma, low grade (C40._, C41._); Intraosseous osteosarcoma, well differentiated (C40._, C41._); Low grade osteosarcoma, intraosseous (C40._, C41._); Low-grade central osteosarcoma (C40._, C41._); Low-grade intramedullary osteosarcoma (C40._, C41._); Osteosarcoma, central, low-grade (C40._, C41._); Osteosarcoma, intramedullary, low-grade (C40._, C41._); Osteosarcoma, intraosseous low grade (C40._, C41._); Osteosarcoma, intraosseous well differentiated (C40._, C41._); Well differentiated osteosarcoma, intraosseous (C40._, C41._)"
9191/0,"Osteoid osteoma, NOS (C40._, C41._)","Osteoid osteoma, NOS (C40._, C41._); Osteoma, osteoid, NOS (C40._, C41._)"
9192/3,"Parosteal osteosarcoma (C40._, C41._)","Parosteal osteosarcoma (C40._, C41._); Juxtacortical osteosarcoma (C40._, C41._); Osteosarcoma, juxtacortical (C40._, C41._); Osteosarcoma, parosteal (C40., C41._)"
9193/3,"Periosteal osteosarcoma (C40._, C41._)","Periosteal osteosarcoma (C40._, C41._); Osteosarcoma, periosteal (C40._, C41._)"
9194/3,"High grade surface osteosarcoma (C40._, C41._)","High grade surface osteosarcoma (C40._, C41._); Osteosarcoma, surface, high grade (C40._, C41._); Surface osteosarcoma, high grade (C40._, C41._)"
9195/3,"Intracortical osteosarcoma (C40._, C41._)","Intracortical osteosarcoma (C40._, C41._); Osteosarcoma, intracortical (C40._, C41._)"
9200/0,"Osteoblastoma, NOS (C40._, C41._) [PRE-2022 ONLY. FOR 2022+ USE CODE 9200/1; NOT REPORTABLE]","Osteoblastoma, NOS (C40._, C41._) [PRE-2022 ONLY. FOR 2022+ USE CODE 9200/1; NOT REPORTABLE]; Giant osteoid osteoma(C40._, C41._); Osteoid osteoma, giant (C40._, C41._); Osteoma, osteoid, giant (C40._, C41._)"
9200/1,"Osteoblastoma, NOS (C40._, C41._) [2022+. FOR PRE-2022, USE CODE 9200/0; NOT REPORTABLE]","Osteoblastoma, NOS (C40._, C41._) [2022+. FOR PRE-2022, USE CODE 9200/0; NOT REPORTABLE]; Aggressive osteoblastoma (C40._, C41._); Osteoblastoma, aggressive (C40._, C41._)"
9210/0,"Osteochondroma (C40._, C41._)","Osteochondroma (C40._, C41._); Cartilaginous exostosis (C40._, C41._); Ecchondroma (C40._, C41._); Exostosis, cartilaginous (C40._, C41._); Exostosis, osteocartilaginous (C40._, C41._); Osteocartilaginous exostosis (C40._, C41._)"
9210/1,"Osteochondromatosis, NOS (C40._, C41._)","Osteochondromatosis, NOS (C40._, C41._); Ecchondrosis (C40._, C41._)"
9211/0,Osteochondromyxoma [2021+],Osteochondromyxoma [2021+]
9212/0,Bizarre parosteal osteochondromatous proliferation [2021+],"Bizarre parosteal osteochondromatous proliferation [2021+]; Parosteal osteochondromatous proliferation, bizarre [2021+]"
9213/0,Subungual exostosis [2021+],"Subungual exostosis [2021+]; Exostosis, subungual [2021+]"
9220/0,"Chondroma, NOS (C40._, C41._)","Chondroma, NOS (C40._, C41._); Enchondroma (C40._, C41._)"
9220/1,"Chondromatosis, NOS","Chondromatosis, NOS"
9220/3,"Chondrosarcoma, NOS (C40._, C41._)","Chondrosarcoma, NOS (C40._, C41._); Chondrosarcoma grade II/III (grade 2/3); Fibrochondrosarcoma (C40._, C41._)"
9221/0,"Juxtacortical chondroma (C40._, C41._)","Juxtacortical chondroma (C40._, C41._); Chondroma, juxtacortical (C40._, C41._); Chondroma, periosteal (C40._, C41._); Periosteal chondroma (C40._, C41._)"
9221/3,"Juxtacortical chondrosarcoma (C40._, C41._)","Juxtacortical chondrosarcoma (C40._, C41._); Chondrosarcoma, juxtacortical (C40._, C41._); Chondrosarcoma, periosteal (C40._, C41._); Periosteal chondrosarcoma (C40._, C41._)"
9222/1,Atypical cartilaginous tumor [2021+],"Atypical cartilaginous tumor [2021+]; Cartilaginous tumor, atypical [2021+]; Chondrosarcoma, grade 1 (C40._, C41._) [2021 ONLY; NOT REPORTABLE]. FOR 2022+ USE CODE 9222/3]"
9222/3,"Chondrosarcoma, grade 1 (C40._, C41._) [REPORTABLE 2022+. FOR PRE-2022 USE CODE 9222/1]","Chondrosarcoma, grade 1 (C40._, C41._) [REPORTABLE 2022+. FOR PRE-2022 USE CODE 9222/1]"
9230/0,"Chondroblastoma, NOS (C40._, C41._)","Chondroblastoma, NOS (C40._, C41._); Chondromatous giant cell tumor (C40._, C41._); Codman tumor (C40._, C41._); Giant cell tumor, chondromatous (C40.-, C41._); Tumor, chondromatous giant cell (C40._, C41._); Tumor, Codman (C40._, C41._); Tumor, giant cell, chondromatous (C40._, C41._)"
9230/3,"Chondroblastoma, malignant (C40._, C41._)","Chondroblastoma, malignant (C40._, C41._)"
9231/3,Myxoid chondrosarcoma,"Myxoid chondrosarcoma; Chondrosarcoma, myxoid"
9240/3,Mesenchymal chondrosarcoma,"Mesenchymal chondrosarcoma; Chondrosarcoma, mesenchymal"
9241/0,"Chondromyxoid fibroma (C40._, C41._)","Chondromyxoid fibroma (C40._, C41._); Fibroma, chondromyxoid (C40._, C41._)"
9242/3,"Clear cell chondrosarcoma (C40._, C41._)","Clear cell chondrosarcoma (C40._, C41._); Chondrosarcoma, clear cell (C40._, C41._)"
9243/3,"Dedifferentiated chondrosarcoma (C40._, C41._)","Dedifferentiated chondrosarcoma (C40._, C41._); Chondrosarcoma, dedifferentiated (C40._, C41._)"
9250/1,"Giant cell tumor of bone, NOS (C40._, C41._)","Giant cell tumor of bone, NOS (C40._, C41._); Giant cell tumor, bone, NOS (C40._, C41._); Osteoclastoma, NOS (C40._, C41._); Tumor, giant cell, bone, NOS (C40._, C41._)"
9250/3,"Giant cell tumor of bone, malignant (C40._, C41._)","Giant cell tumor of bone, malignant (C40._, C41._); Giant cell sarcoma of bone (C40._, C41._); Giant cell sarcoma, bone (C40._, C41._); Giant cell tumor, bone, malignant (C40._, C41._); Osteoclastoma, malignant (C40._, C41._); Sarcoma, giant cell, bone (C40._, C41._); Tumor, giant cell, bone, malignant (C40._, C41._)"
9251/1,"Giant cell tumor of soft parts, NOS","Giant cell tumor of soft parts, NOS; Giant cell tumor, soft parts, NOS; Soft parts, giant cell tumor, NOS; Tumor, giant cell, soft parts, NOS"
9251/3,Malignant giant cell tumor of soft parts,"Malignant giant cell tumor of soft parts; Giant cell tumor, soft parts, malignant; Soft parts, giant cell tumor, malignant; Tumor, giant cell, soft parts, malignant"
9252/0,Tenosynovial giant cell tumor (C49._),"Tenosynovial giant cell tumor (C49._); Fibrous histiocytoma of tendon sheath (C49._); Giant cell tumor of tendon sheath (C49._); Giant cell tumor, tendon sheath (C49._); Giant cell tumor, tenosynovial (C49._); Histiocytoma, fibrous, tendon sheath (C49._); Tumor, giant cell, tendon sheath (C49._); Tumor, giant cell, tenosynovial (C49._); Tumor, tenosynovial giant cell (C49._)"
9252/3,Malignant tenosynovial giant cell tumor (C49._),"Malignant tenosynovial giant cell tumor (C49._); Giant cell tumor of tendon sheath, malignant (C49._); Giant cell tumor, tendon sheath, malignant (C49._); Giant cell tumor, tenosynovial, malignant (C49._); Tenosynovial giant cell tumor, malignant (C49._); Tumor, giant cell, tendon sheath, malignant (C49._); Tumor, giant cell, tenosynovial, malignant (C49._); Tumor, tenosynovial giant cell, malignant (C49._)"
9260/3,"Ewing sarcoma (C40._, C41._) [USE FOR PRE-2021. FOR 2021+ USE 9364/3]","Ewing sarcoma (C40._, C41._) [USE FOR PRE-2021. FOR 2021+ USE 9364/3]; Ewing tumor (C40._, C41._) [USE FOR PRE-2021. FOR 2021+ USE 9364/3]; Sarcoma, Ewing (C40._, C41._) [USE FOR PRE-2021. FOR 2021+ USE 9364/3]; Tumor, Ewing (C40._, C41._) [USE FOR PRE-2021. FOR 2021+ USE 9364/3]"
9261/1,Osteofibrous dysplasia-like adamantinoma [2022+; NOT REPORTABLE],"Osteofibrous dysplasia-like adamantinoma [2022+; NOT REPORTABLE]; Adamantinoma, osteofibrous dysplasia-like [2022+; NOT REPORTABLE]"
9261/3,Adamantinoma of long bones (C40._),"Adamantinoma of long bones (C40._); Adamantinoma, tibial (C40.2); Tibial adamantinoma (C40.2)"
9262/0,"Ossifying fibroma (C40._, C41._)","Ossifying fibroma (C40._, C41._); Fibroma, ossifying (C40._, C41._); Fibro-osteoma (C40._, C41._); Osteofibroma (C40._, C41._)"
9270/0,"Odontogenic tumor, benign (C41._)","Odontogenic tumor, benign (C41._); Tumor, odontogenic, benign (C41._)"
9270/1,"Odontogenic tumor, NOS (C41._)","Odontogenic tumor, NOS (C41._); Tumor, odontogenic, NOS (C41._)"
9270/3,"Odontogenic tumor, malignant (C41._)","Odontogenic tumor, malignant (C41._); Ameloblastic carcinoma (C41._); Carcinoma, ameloblastic (C41._); Carcinoma, intraosseous, primary (C41.1); Carcinoma, odontogenic (C41._); Carcinoma, primary intraosseous (C41.1); Intraosseous carcinoma, primary (C41.1); Odontogenic carcinoma (C41._); Odontogenic sarcoma (C41._); Primary intraosseous carcinoma (C41._); Sarcoma, odontogenic (C41._); Sclerosing odontogenic carcinoma [2026+]; Tumor, odontogenic, malignant (C41._); Sclerosing odontogenic carcinoma"
9271/0,Ameloblastic fibrodentinoma (C41._),"Ameloblastic fibrodentinoma (C41._); Dentinoma (C41._); Fibrodentinoma, ameloblastic (C41._)"
9272/0,"Cementoma, NOS (C41._)","Cementoma, NOS (C41._); Cemental dysplasia, periapical (C41._); Cemento-osseous dysplasia, periapical (C41._); Dysplasia, periapical cemental (C41._); Dysplasia, periapical cemento-osseous (C41._); Periapical cemental dysplasia (C41._); Periapical cemento-osseous dysplasia (C41._)"
9273/0,"Cementoblastoma, benign (C41._)","Cementoblastoma, benign (C41._)"
9274/0,Cementifying fibroma (C41._),"Cementifying fibroma (C41._); Cemento-ossifying fibroma (C41._); Fibroma, cementifying (C41._); Fibroma, cemento-ossifying (C41._)"
9275/0,Gigantiform cementoma (C41._),"Gigantiform cementoma (C41._); Cementoma, gigantiform (C41._); Dysplasia, florid osseous (C41._); Florid osseous dysplasia (C41._); Osseous dysplasia, florid (C41._)"
9280/0,"Odontoma, NOS (C41._)","Odontoma, NOS (C41._)"
9281/0,Compound odontoma (C41._),"Compound odontoma (C41._); Odontoma, compound (C41._)"
